YEAR,MONTH,DAY,HOUR,MINUTE,SECOND,Hsig,TP,Avg_Wv_Dir,Avg_Wv_Dir_N,M_Decl
2016,3,31,22,25,0,0.25,9.50,146.00,123.39,-22.61
2016,3,31,22,55,0,0.25,8.70,167.00,144.39,-22.61
2016,3,31,23,25,0,0.24,9.50,157.00,134.39,-22.61
2016,3,31,23,55,0,0.26,8.30,171.00,148.39,-22.61
2016,4,1,0,25,0,0.28,8.70,184.00,161.38,-22.62
2016,4,1,0,55,0,0.30,8.00,181.00,158.38,-22.62
2016,4,1,1,25,0,0.31,7.70,182.00,159.38,-22.62
2016,4,1,1,55,0,0.36,6.90,152.00,129.38,-22.62
2016,4,1,2,25,0,0.30,7.40,217.00,194.38,-22.62
2016,4,1,2,55,0,0.30,8.30,195.00,172.38,-22.62
2016,4,1,3,25,0,0.30,6.70,179.00,156.38,-22.62
2016,4,1,3,55,0,0.33,13.30,164.00,141.38,-22.62
2016,4,1,4,25,0,0.28,8.30,171.00,148.38,-22.62
2016,4,1,4,55,0,0.30,13.30,158.00,135.38,-22.62
2016,4,1,5,25,0,0.28,12.50,179.00,156.38,-22.62
2016,4,1,5,55,0,0.25,7.10,182.00,159.38,-22.62
2016,4,1,6,25,0,0.26,8.00,189.00,166.38,-22.62
2016,4,1,6,55,0,0.27,11.80,183.00,160.38,-22.62
2016,4,1,7,25,0,0.31,7.10,170.00,147.38,-22.62
2016,4,1,7,55,0,0.31,7.40,163.00,140.38,-22.62
2016,4,1,8,25,0,0.31,13.30,165.00,142.38,-22.62
2016,4,1,8,55,0,0.30,11.80,171.00,148.38,-22.62
2016,4,1,9,25,0,0.32,14.30,181.00,158.38,-22.62
2016,4,1,9,55,0,0.29,13.30,164.00,141.38,-22.62
2016,4,1,10,25,0,0.28,8.30,153.00,130.38,-22.62
2016,4,1,10,55,0,0.30,8.00,160.00,137.38,-22.62
2016,4,1,11,25,0,0.32,13.30,166.00,143.38,-22.62
2016,4,1,11,55,0,0.31,12.50,142.00,119.38,-22.62
2016,4,1,12,25,0,0.30,12.50,170.00,147.38,-22.62
2016,4,1,12,55,0,0.30,10.00,174.00,151.38,-22.62
2016,4,1,13,25,0,0.35,14.30,169.00,146.38,-22.62
2016,4,1,13,55,0,0.29,12.50,160.00,137.38,-22.62
2016,4,1,14,25,0,0.34,14.30,153.00,130.38,-22.62
2016,4,1,14,55,0,0.34,14.30,168.00,145.38,-22.62
2016,4,1,15,25,0,0.34,13.30,171.00,148.38,-22.62
2016,4,1,15,55,0,0.36,14.30,176.00,153.38,-22.62
2016,4,1,16,25,0,0.32,14.30,182.00,159.38,-22.62
2016,4,1,16,55,0,0.37,14.30,162.00,139.38,-22.62
2016,4,1,17,25,0,0.37,12.50,178.00,155.38,-22.62
2016,4,1,17,55,0,0.34,13.30,167.00,144.38,-22.62
2016,4,1,18,25,0,0.32,12.50,166.00,143.38,-22.62
2016,4,1,18,55,0,0.34,14.30,180.00,157.38,-22.62
2016,4,1,19,25,0,0.34,14.30,162.00,139.38,-22.62
2016,4,1,19,55,0,0.35,14.30,165.00,142.38,-22.62
2016,4,1,20,25,0,0.34,14.30,174.00,151.38,-22.62
2016,4,1,20,55,0,0.34,6.30,165.00,142.38,-22.62
2016,4,1,21,25,0,0.36,13.30,152.00,129.38,-22.62
2016,4,1,21,55,0,0.40,14.30,148.00,125.38,-22.62
2016,4,1,22,25,0,0.37,14.30,153.00,130.38,-22.62
2016,4,1,22,55,0,0.36,14.30,158.00,135.38,-22.62
2016,4,1,23,25,0,0.33,14.30,152.00,129.38,-22.62
2016,4,1,23,55,0,0.35,14.30,162.00,139.38,-22.62
2016,4,2,0,25,0,0.34,13.30,159.00,136.38,-22.62
2016,4,2,0,55,0,0.30,13.30,166.00,143.38,-22.62
2016,4,2,1,25,0,0.32,13.30,182.00,159.38,-22.62
2016,4,2,1,55,0,0.30,13.30,176.00,153.38,-22.62
2016,4,2,2,25,0,0.33,13.30,172.00,149.38,-22.62
2016,4,2,2,55,0,0.34,14.30,190.00,167.38,-22.62
2016,4,2,3,25,0,0.30,13.30,187.00,164.38,-22.62
2016,4,2,3,55,0,0.28,13.30,172.00,149.38,-22.62
2016,4,2,4,25,0,0.30,13.30,174.00,151.38,-22.62
2016,4,2,4,55,0,0.26,13.30,172.00,149.38,-22.62
2016,4,2,5,25,0,0.29,13.30,189.00,166.38,-22.62
2016,4,2,5,55,0,0.28,13.30,182.00,159.38,-22.62
2016,4,2,6,25,0,0.28,13.30,186.00,163.38,-22.62
2016,4,2,6,55,0,0.27,13.30,175.00,152.38,-22.62
2016,4,2,7,25,0,0.27,11.80,186.00,163.38,-22.62
2016,4,2,7,55,0,0.30,13.30,169.00,146.38,-22.62
2016,4,2,8,25,0,0.28,10.00,164.00,141.38,-22.62
2016,4,2,8,55,0,0.27,10.50,176.00,153.38,-22.62
2016,4,2,9,25,0,0.28,10.50,164.00,141.38,-22.62
2016,4,2,9,55,0,0.27,10.00,173.00,150.38,-22.62
2016,4,2,10,25,0,0.29,13.30,173.00,150.38,-22.62
2016,4,2,10,55,0,0.29,13.30,159.00,136.38,-22.62
2016,4,2,11,25,0,0.28,10.00,153.00,130.38,-22.62
2016,4,2,11,55,0,0.31,13.30,171.00,148.38,-22.62
2016,4,2,12,25,0,0.30,13.30,175.00,152.38,-22.62
2016,4,2,12,55,0,0.31,12.50,152.00,129.38,-22.62
2016,4,2,13,25,0,0.30,13.30,180.00,157.38,-22.62
2016,4,2,13,55,0,0.28,13.30,166.00,143.38,-22.62
2016,4,2,14,25,0,0.28,12.50,182.00,159.38,-22.62
2016,4,2,14,55,0,0.27,12.50,173.00,150.38,-22.62
2016,4,2,15,25,0,0.29,13.30,181.00,158.38,-22.62
2016,4,2,15,55,0,0.28,10.50,165.00,142.38,-22.62
2016,4,2,16,25,0,0.29,13.30,163.00,140.38,-22.62
2016,4,2,16,55,0,0.28,11.10,171.00,148.38,-22.62
2016,4,2,17,25,0,0.32,9.50,154.00,131.38,-22.62
2016,4,2,17,55,0,0.29,11.80,174.00,151.38,-22.62
2016,4,2,18,25,0,0.28,12.50,179.00,156.38,-22.62
2016,4,2,18,55,0,0.29,13.30,164.00,141.38,-22.62
2016,4,2,19,25,0,0.28,12.50,176.00,153.38,-22.62
2016,4,2,19,55,0,0.31,12.50,171.00,148.38,-22.62
2016,4,2,20,25,0,0.27,12.50,161.00,138.38,-22.62
2016,4,2,20,55,0,0.31,13.30,181.00,158.38,-22.62
2016,4,2,21,25,0,0.32,14.30,179.00,156.38,-22.62
2016,4,2,21,55,0,0.28,13.30,167.00,144.38,-22.62
2016,4,2,22,25,0,0.27,13.30,179.00,156.38,-22.62
2016,4,2,22,55,0,0.30,14.30,149.00,126.38,-22.62
2016,4,2,23,25,0,0.30,13.30,153.00,130.38,-22.62
2016,4,2,23,55,0,0.27,12.50,165.00,142.38,-22.62
2016,4,3,0,25,0,0.28,10.00,173.00,150.38,-22.62
2016,4,3,0,55,0,0.27,13.30,163.00,140.38,-22.62
2016,4,3,1,25,0,0.29,13.30,162.00,139.38,-22.62
2016,4,3,1,55,0,0.31,11.80,173.00,150.38,-22.62
2016,4,3,2,25,0,0.30,13.30,181.00,158.38,-22.62
2016,4,3,2,55,0,0.32,13.30,170.00,147.38,-22.62
2016,4,3,3,25,0,0.29,13.30,174.00,151.38,-22.62
2016,4,3,3,55,0,0.28,12.50,171.00,148.38,-22.62
2016,4,3,4,25,0,0.27,12.50,161.00,138.38,-22.62
2016,4,3,4,55,0,0.23,13.30,171.00,148.38,-22.62
2016,4,3,5,25,0,0.25,12.50,176.00,153.38,-22.62
2016,4,3,5,55,0,0.24,12.50,157.00,134.38,-22.62
2016,4,3,6,25,0,0.21,12.50,173.00,150.38,-22.62
2016,4,3,6,55,0,0.17,12.50,178.00,155.38,-22.62
2016,4,3,7,25,0,0.20,12.50,179.00,156.38,-22.62
2016,4,3,7,55,0,0.18,10.00,184.00,161.38,-22.62
2016,4,3,8,25,0,0.26,12.50,167.00,144.38,-22.62
2016,4,3,8,55,0,0.22,12.50,176.00,153.38,-22.62
2016,4,3,9,25,0,0.28,13.30,176.00,153.38,-22.62
2016,4,3,9,55,0,0.28,12.50,178.00,155.38,-22.62
2016,4,3,10,25,0,0.30,10.50,157.00,134.38,-22.62
2016,4,3,10,55,0,0.31,13.30,159.00,136.38,-22.62
2016,4,3,11,25,0,0.31,12.50,161.00,138.38,-22.62
2016,4,3,11,55,0,0.32,13.30,147.00,124.38,-22.62
2016,4,3,12,25,0,0.31,10.00,157.00,134.38,-22.62
2016,4,3,12,55,0,0.30,12.50,158.00,135.38,-22.62
2016,4,3,13,25,0,0.31,5.70,181.00,158.38,-22.62
2016,4,3,13,55,0,0.26,11.10,171.00,148.38,-22.62
2016,4,3,14,25,0,0.32,12.50,166.00,143.38,-22.62
2016,4,3,14,55,0,0.31,10.50,173.00,150.38,-22.62
2016,4,3,15,25,0,0.32,10.50,180.00,157.38,-22.62
2016,4,3,15,55,0,0.29,12.50,164.00,141.38,-22.62
2016,4,3,16,25,0,0.35,12.50,176.00,153.38,-22.62
2016,4,3,16,55,0,0.32,9.50,167.00,144.38,-22.62
2016,4,3,17,25,0,0.36,11.80,181.00,158.38,-22.62
2016,4,3,17,55,0,0.32,11.10,171.00,148.38,-22.62
2016,4,3,18,25,0,0.32,13.30,167.00,144.38,-22.62
2016,4,3,18,55,0,0.31,12.50,176.00,153.38,-22.62
2016,4,3,19,25,0,0.31,12.50,173.00,150.38,-22.62
2016,4,3,19,55,0,0.31,12.50,180.00,157.38,-22.62
2016,4,3,20,25,0,0.29,11.10,180.00,157.38,-22.62
2016,4,3,20,55,0,0.29,11.80,180.00,157.38,-22.62
2016,4,3,21,25,0,0.29,11.80,176.00,153.38,-22.62
2016,4,3,21,55,0,0.33,11.10,160.00,137.38,-22.62
2016,4,3,22,25,0,0.28,10.50,175.00,152.38,-22.62
2016,4,3,22,55,0,0.29,9.50,180.00,157.38,-22.62
2016,4,3,23,25,0,0.29,11.10,169.00,146.38,-22.62
2016,4,3,23,55,0,0.28,9.10,149.00,126.38,-22.62
2016,4,4,0,25,0,0.29,12.50,152.00,129.38,-22.62
2016,4,4,0,55,0,0.24,9.50,172.00,149.38,-22.62
2016,4,4,1,25,0,0.26,12.50,149.00,126.38,-22.62
2016,4,4,1,55,0,0.25,11.80,167.00,144.38,-22.62
2016,4,4,2,25,0,0.20,10.00,169.00,146.38,-22.62
2016,4,4,2,55,0,0.27,12.50,149.00,126.38,-22.62
2016,4,4,3,25,0,0.28,12.50,159.00,136.38,-22.62
2016,4,4,3,55,0,0.27,12.50,178.00,155.38,-22.62
2016,4,4,4,25,0,0.28,12.50,186.00,163.38,-22.62
2016,4,4,4,55,0,0.24,11.80,173.00,150.38,-22.62
2016,4,4,5,25,0,0.24,12.50,187.00,164.38,-22.62
2016,4,4,5,55,0,0.24,11.80,166.00,143.38,-22.62
2016,4,4,6,25,0,0.27,12.50,181.00,158.38,-22.62
2016,4,4,6,55,0,0.24,11.80,192.00,169.38,-22.62
2016,4,4,7,25,0,0.24,13.30,185.00,162.38,-22.62
2016,4,4,7,55,0,0.20,9.50,183.00,160.38,-22.62
2016,4,4,8,25,0,0.21,11.80,178.00,155.38,-22.62
2016,4,4,8,55,0,0.22,11.80,198.00,175.38,-22.62
2016,4,4,9,25,0,0.23,11.80,166.00,143.38,-22.62
2016,4,4,9,55,0,0.24,11.80,172.00,149.38,-22.62
2016,4,4,10,25,0,0.25,10.50,142.00,119.38,-22.62
2016,4,4,10,55,0,0.26,9.50,152.00,129.38,-22.62
2016,4,4,11,25,0,0.24,10.50,168.00,145.38,-22.62
2016,4,4,11,55,0,0.26,11.80,132.00,109.38,-22.62
2016,4,4,12,25,0,0.30,10.00,129.00,106.38,-22.62
2016,4,4,12,55,0,0.27,11.10,146.00,123.38,-22.62
2016,4,4,13,25,0,0.23,11.10,137.00,114.38,-22.62
2016,4,4,13,55,0,0.24,11.10,146.00,123.38,-22.62
2016,4,4,14,25,0,0.24,12.50,155.00,132.38,-22.62
2016,4,4,14,55,0,0.27,13.30,155.00,132.38,-22.62
2016,4,4,15,25,0,0.23,10.00,147.00,124.38,-22.62
2016,4,4,15,55,0,0.25,12.50,167.00,144.38,-22.62
2016,4,4,16,25,0,0.27,12.50,166.00,143.38,-22.62
2016,4,4,16,55,0,0.24,13.30,165.00,142.38,-22.62
2016,4,4,17,25,0,0.19,9.50,178.00,155.38,-22.62
2016,4,4,17,55,0,0.22,11.10,173.00,150.38,-22.62
2016,4,4,18,25,0,0.22,12.50,161.00,138.38,-22.62
2016,4,4,18,55,0,0.20,11.10,164.00,141.38,-22.62
2016,4,4,20,25,0,0.22,11.80,174.00,151.38,-22.62
2016,4,4,20,55,0,0.22,11.10,179.00,156.38,-22.62
2016,4,4,21,25,0,0.20,11.10,182.00,159.38,-22.62
2016,4,4,21,55,0,0.23,11.10,174.00,151.38,-22.62
2016,4,4,22,25,0,0.21,10.00,177.00,154.38,-22.62
2016,4,4,22,55,0,0.25,10.50,163.00,140.38,-22.62
2016,4,4,23,25,0,0.25,9.10,126.00,103.38,-22.62
2016,4,4,23,55,0,0.23,2.40,121.00,98.38,-22.62
2016,4,5,0,25,0,0.28,11.10,149.00,126.38,-22.62
2016,4,5,0,55,0,0.24,9.50,161.00,138.38,-22.62
2016,4,5,1,25,0,0.19,10.00,180.00,157.38,-22.62
2016,4,5,1,55,0,0.13,12.50,196.00,173.38,-22.62
2016,4,5,2,25,0,0.18,10.50,156.00,133.38,-22.62
2016,4,5,2,55,0,0.19,11.80,163.00,140.38,-22.62
2016,4,5,3,25,0,0.24,12.50,162.00,139.38,-22.62
2016,4,5,3,55,0,0.23,13.30,155.00,132.38,-22.62
2016,4,5,4,25,0,0.22,12.50,169.00,146.38,-22.62
2016,4,5,4,55,0,0.23,12.50,187.00,164.38,-22.62
2016,4,5,5,25,0,0.22,12.50,176.00,153.38,-22.62
2016,4,5,5,55,0,0.19,10.00,176.00,153.38,-22.62
2016,4,5,6,25,0,0.19,12.50,183.00,160.38,-22.62
2016,4,5,6,55,0,0.21,12.50,197.00,174.38,-22.62
2016,4,5,7,25,0,0.20,11.10,189.00,166.38,-22.62
2016,4,5,7,55,0,0.17,10.00,187.00,164.38,-22.62
2016,4,5,8,25,0,0.18,10.50,190.00,167.38,-22.62
2016,4,5,8,55,0,0.20,12.50,188.00,165.38,-22.62
2016,4,5,9,25,0,0.18,10.50,184.00,161.38,-22.62
2016,4,5,9,55,0,0.21,10.50,169.00,146.38,-22.62
2016,4,5,10,25,0,0.18,10.00,166.00,143.38,-22.62
2016,4,5,10,55,0,0.18,10.50,155.00,132.38,-22.62
2016,4,5,11,25,0,0.23,11.10,140.00,117.38,-22.62
2016,4,5,11,55,0,0.22,10.00,133.00,110.38,-22.62
2016,4,5,12,25,0,0.24,10.00,170.00,147.38,-22.62
2016,4,5,12,55,0,0.25,11.10,137.00,114.38,-22.62
2016,4,5,13,25,0,0.26,11.80,145.00,122.38,-22.62
2016,4,5,13,55,0,0.24,10.50,143.00,120.38,-22.62
2016,4,5,14,25,0,0.24,11.80,151.00,128.38,-22.62
2016,4,5,14,55,0,0.23,11.10,156.00,133.38,-22.62
2016,4,5,15,25,0,0.21,10.00,159.00,136.38,-22.62
2016,4,5,15,55,0,0.21,3.40,157.00,134.38,-22.62
2016,4,5,16,25,0,0.23,11.10,125.00,102.38,-22.62
2016,4,5,16,55,0,0.23,11.80,155.00,132.38,-22.62
2016,4,5,17,25,0,0.22,2.30,114.00,91.38,-22.62
2016,4,5,17,55,0,0.18,8.00,171.00,148.38,-22.62
2016,4,5,18,25,0,0.21,11.10,162.00,139.38,-22.62
2016,4,5,18,55,0,0.24,11.10,171.00,148.38,-22.62
2016,4,5,19,25,0,0.22,10.50,156.00,133.38,-22.62
2016,4,5,19,55,0,0.23,11.10,173.00,150.38,-22.62
2016,4,5,20,25,0,0.25,10.00,159.00,136.38,-22.62
2016,4,5,20,55,0,0.23,10.00,180.00,157.38,-22.62
2016,4,5,21,25,0,0.25,5.90,174.00,151.38,-22.62
2016,4,5,21,55,0,0.24,5.70,170.00,147.38,-22.62
2016,4,5,22,25,0,0.29,6.70,168.00,145.38,-22.62
2016,4,5,22,55,0,0.23,4.50,160.00,137.38,-22.62
2016,4,5,23,25,0,0.24,3.80,167.00,144.38,-22.62
2016,4,5,23,55,0,0.24,5.40,162.00,139.38,-22.62
2016,4,6,0,25,0,0.26,3.10,164.00,141.38,-22.62
2016,4,6,0,55,0,0.31,3.30,151.00,128.38,-22.62
2016,4,6,1,25,0,0.32,2.80,145.00,122.38,-22.62
2016,4,6,1,55,0,0.24,5.90,165.00,142.38,-22.62
2016,4,6,2,25,0,0.23,5.00,174.00,151.38,-22.62
2016,4,6,2,55,0,0.23,6.70,158.00,135.38,-22.62
2016,4,6,3,25,0,0.25,5.40,161.00,138.38,-22.62
2016,4,6,3,55,0,0.26,4.90,161.00,138.38,-22.62
2016,4,6,4,25,0,0.27,6.30,157.00,134.38,-22.62
2016,4,6,4,55,0,0.26,5.10,178.00,155.38,-22.62
2016,4,6,5,25,0,0.28,5.40,111.00,88.38,-22.62
2016,4,6,5,55,0,0.26,6.30,172.00,149.38,-22.62
2016,4,6,6,25,0,0.24,6.30,175.00,152.38,-22.62
2016,4,6,6,55,0,0.22,5.70,193.00,170.38,-22.62
2016,4,6,7,25,0,0.27,7.10,187.00,164.38,-22.62
2016,4,6,7,55,0,0.26,7.10,176.00,153.38,-22.62
2016,4,6,8,25,0,0.30,7.10,181.00,158.38,-22.62
2016,4,6,8,55,0,0.28,7.10,189.00,166.38,-22.62
2016,4,6,9,25,0,0.31,7.40,180.00,157.38,-22.62
2016,4,6,9,55,0,0.34,7.10,179.00,156.38,-22.62
2016,4,6,10,25,0,0.32,6.70,176.00,153.38,-22.62
2016,4,6,10,55,0,0.37,6.70,165.00,142.38,-22.62
2016,4,6,11,25,0,0.38,6.90,167.00,144.38,-22.62
2016,4,6,11,55,0,0.38,6.70,161.00,138.38,-22.62
2016,4,6,12,25,0,0.40,6.30,156.00,133.38,-22.62
2016,4,6,12,55,0,0.41,6.70,155.00,132.38,-22.62
2016,4,6,13,25,0,0.43,6.90,158.00,135.38,-22.62
2016,4,6,13,55,0,0.52,6.90,164.00,141.38,-22.62
2016,4,6,14,25,0,0.49,6.90,159.00,136.38,-22.62
2016,4,6,14,55,0,0.54,6.90,159.00,136.38,-22.62
2016,4,6,15,25,0,0.46,6.70,154.00,131.38,-22.62
2016,4,6,15,55,0,0.47,6.90,170.00,147.38,-22.62
2016,4,6,16,25,0,0.46,6.70,170.00,147.38,-22.62
2016,4,6,16,55,0,0.43,6.70,170.00,147.38,-22.62
2016,4,6,17,25,0,0.42,7.10,160.00,137.38,-22.62
2016,4,6,17,55,0,0.45,6.90,167.00,144.38,-22.62
2016,4,6,18,25,0,0.38,6.90,165.00,142.38,-22.62
2016,4,6,18,55,0,0.41,6.90,164.00,141.38,-22.62
2016,4,6,19,25,0,0.41,7.10,168.00,145.38,-22.62
2016,4,6,19,55,0,0.44,6.70,163.00,140.38,-22.62
2016,4,6,20,25,0,0.47,6.90,176.00,153.38,-22.62
2016,4,6,20,55,0,0.50,14.30,171.00,148.38,-22.62
2016,4,6,21,25,0,0.52,6.70,175.00,152.38,-22.62
2016,4,6,21,55,0,0.53,14.30,178.00,155.38,-22.62
2016,4,6,22,25,0,0.56,6.90,170.00,147.38,-22.62
2016,4,6,22,55,0,0.57,14.30,172.00,149.38,-22.62
2016,4,6,23,25,0,0.54,13.30,169.00,146.38,-22.62
2016,4,6,23,55,0,0.53,13.30,163.00,140.38,-22.62
2016,4,7,0,25,0,0.56,13.30,160.00,137.38,-22.62
2016,4,7,0,55,0,0.61,13.30,157.00,134.38,-22.62
2016,4,7,1,25,0,0.73,13.30,150.00,127.38,-22.62
2016,4,7,1,55,0,0.64,13.30,158.00,135.38,-22.62
2016,4,7,2,25,0,0.71,13.30,159.00,136.38,-22.62
2016,4,7,2,55,0,0.61,12.50,167.00,144.38,-22.62
2016,4,7,3,25,0,0.64,7.10,172.00,149.38,-22.62
2016,4,7,3,55,0,0.67,7.10,158.00,135.38,-22.62
2016,4,7,4,25,0,0.73,10.50,155.00,132.38,-22.62
2016,4,7,4,55,0,0.64,13.30,154.00,131.38,-22.62
2016,4,7,5,25,0,0.51,8.30,157.00,134.38,-22.62
2016,4,7,5,55,0,0.58,13.30,157.00,134.38,-22.62
2016,4,7,6,25,0,0.56,11.80,156.00,133.38,-22.62
2016,4,7,6,55,0,0.56,11.10,151.00,128.38,-22.62
2016,4,7,7,25,0,0.66,12.50,163.00,140.38,-22.62
2016,4,7,7,55,0,0.62,12.50,163.00,140.38,-22.62
2016,4,7,8,25,0,0.71,12.50,164.00,141.38,-22.62
2016,4,7,8,55,0,0.70,12.50,168.00,145.38,-22.62
2016,4,7,9,25,0,0.69,10.50,164.00,141.38,-22.62
2016,4,7,9,55,0,0.65,11.80,166.00,143.38,-22.62
2016,4,7,10,25,0,0.64,11.80,164.00,141.38,-22.62
2016,4,7,10,55,0,0.62,10.50,165.00,142.38,-22.62
2016,4,7,11,25,0,0.68,12.50,164.00,141.38,-22.62
2016,4,7,11,55,0,0.54,11.10,156.00,133.38,-22.62
2016,4,7,12,25,0,0.64,10.00,163.00,140.38,-22.62
2016,4,7,12,55,0,0.58,13.30,156.00,133.38,-22.62
2016,4,7,13,25,0,0.55,14.30,150.00,127.38,-22.62
2016,4,7,13,55,0,0.59,10.00,159.00,136.38,-22.62
2016,4,7,14,25,0,0.61,9.50,157.00,134.38,-22.62
2016,4,7,14,55,0,0.59,13.30,157.00,134.38,-22.62
2016,4,7,15,25,0,0.53,9.50,186.00,163.38,-22.62
2016,4,7,15,55,0,0.42,14.30,174.00,151.38,-22.62
2016,4,7,16,25,0,0.73,14.30,165.00,142.38,-22.62
2016,4,7,16,55,0,0.64,14.30,166.00,143.38,-22.62
2016,4,7,17,25,0,0.65,14.30,173.00,150.38,-22.62
2016,4,7,17,55,0,0.61,13.30,171.00,148.38,-22.62
2016,4,7,18,55,0,0.63,12.50,154.00,131.38,-22.62
2016,4,7,19,25,0,0.64,12.50,160.00,137.38,-22.62
2016,4,7,19,55,0,0.68,14.30,164.00,141.38,-22.62
2016,4,7,20,25,0,0.65,14.30,169.00,146.38,-22.62
2016,4,7,20,55,0,0.74,13.30,168.00,145.38,-22.62
2016,4,7,21,25,0,0.58,14.30,176.00,153.38,-22.62
2016,4,7,21,55,0,0.61,12.50,166.00,143.38,-22.62
2016,4,7,22,25,0,0.66,14.30,164.00,141.38,-22.62
2016,4,7,22,55,0,0.59,13.30,169.00,146.38,-22.62
2016,4,7,23,25,0,0.53,12.50,160.00,137.38,-22.62
2016,4,7,23,55,0,0.58,14.30,172.00,149.38,-22.62
2016,4,8,0,25,0,0.47,12.50,173.00,150.38,-22.62
2016,4,8,0,55,0,0.49,13.30,166.00,143.38,-22.62
2016,4,8,1,25,0,0.57,13.30,163.00,140.38,-22.62
2016,4,8,1,55,0,0.55,13.30,151.00,128.38,-22.62
2016,4,8,2,25,0,0.56,13.30,155.00,132.38,-22.62
2016,4,8,2,55,0,0.72,13.30,154.00,131.38,-22.62
2016,4,8,3,25,0,0.66,13.30,160.00,137.38,-22.62
2016,4,8,3,55,0,0.55,14.30,168.00,145.38,-22.62
2016,4,8,4,25,0,0.57,13.30,161.00,138.38,-22.62
2016,4,8,4,55,0,0.50,13.30,172.00,149.38,-22.62
2016,4,8,5,25,0,0.53,13.30,171.00,148.38,-22.62
2016,4,8,5,55,0,0.55,13.30,162.00,139.38,-22.62
2016,4,8,6,25,0,0.46,12.50,155.00,132.38,-22.62
2016,4,8,6,55,0,0.45,14.30,163.00,140.38,-22.62
2016,4,8,7,25,0,0.41,12.50,154.00,131.38,-22.62
2016,4,8,7,55,0,0.49,12.50,172.00,149.38,-22.62
2016,4,8,8,25,0,0.46,12.50,163.00,140.38,-22.62
2016,4,8,8,55,0,0.48,13.30,167.00,144.38,-22.62
2016,4,8,9,25,0,0.46,11.80,163.00,140.38,-22.62
2016,4,8,9,55,0,0.47,12.50,173.00,150.38,-22.62
2016,4,8,10,25,0,0.41,12.50,169.00,146.38,-22.62
2016,4,8,10,55,0,0.39,12.50,172.00,149.38,-22.62
2016,4,8,11,25,0,0.39,11.80,167.00,144.38,-22.62
2016,4,8,11,55,0,0.38,12.50,170.00,147.38,-22.62
2016,4,8,12,25,0,0.39,10.50,169.00,146.38,-22.62
2016,4,8,12,55,0,0.36,10.00,165.00,142.38,-22.62
2016,4,8,13,25,0,0.39,13.30,178.00,155.38,-22.62
2016,4,8,13,55,0,0.37,13.30,163.00,140.38,-22.62
2016,4,8,14,25,0,0.43,12.50,164.00,141.38,-22.62
2016,4,8,14,55,0,0.47,12.50,151.00,128.38,-22.62
2016,4,8,15,25,0,0.47,13.30,155.00,132.38,-22.62
2016,4,8,15,55,0,0.45,12.50,158.00,135.38,-22.62
2016,4,8,16,25,0,0.45,13.30,162.00,139.38,-22.62
2016,4,8,16,55,0,0.45,13.30,159.00,136.38,-22.62
2016,4,8,17,25,0,0.49,13.30,160.00,137.38,-22.62
2016,4,8,17,55,0,0.45,12.50,173.00,150.38,-22.62
2016,4,8,18,25,0,0.40,13.30,159.00,136.38,-22.62
2016,4,8,18,55,0,0.46,13.30,159.00,136.38,-22.62
2016,4,8,19,25,0,0.41,13.30,151.00,128.38,-22.62
2016,4,8,19,55,0,0.44,12.50,162.00,139.38,-22.62
2016,4,8,20,25,0,0.40,12.50,170.00,147.38,-22.62
2016,4,8,20,55,0,0.40,8.30,177.00,154.38,-22.62
2016,4,8,21,25,0,0.45,12.50,176.00,153.38,-22.62
2016,4,8,21,55,0,0.38,12.50,171.00,148.38,-22.62
2016,4,8,22,25,0,0.38,12.50,177.00,154.38,-22.62
2016,4,8,22,55,0,0.38,12.50,174.00,151.38,-22.62
2016,4,8,23,25,0,0.38,12.50,171.00,148.38,-22.62
2016,4,8,23,55,0,0.42,14.30,178.00,155.38,-22.62
2016,4,9,0,25,0,0.38,13.30,165.00,142.38,-22.62
2016,4,9,0,55,0,0.33,11.10,179.00,156.38,-22.62
2016,4,9,1,25,0,0.36,11.80,171.00,148.38,-22.62
2016,4,9,1,55,0,0.35,12.50,160.00,137.38,-22.62
2016,4,9,2,25,0,0.34,11.80,162.00,139.38,-22.62
2016,4,9,2,55,0,0.33,11.10,172.00,149.38,-22.62
2016,4,9,3,25,0,0.37,11.10,165.00,142.38,-22.62
2016,4,9,3,55,0,0.44,14.30,169.00,146.38,-22.62
2016,4,9,4,25,0,0.43,12.50,168.00,145.38,-22.62
2016,4,9,4,55,0,0.38,12.50,159.00,136.38,-22.62
2016,4,9,5,25,0,0.40,13.30,169.00,146.38,-22.62
2016,4,9,5,55,0,0.38,12.50,165.00,142.38,-22.62
2016,4,9,6,25,0,0.39,18.20,174.00,151.38,-22.62
2016,4,9,6,55,0,0.34,14.30,169.00,146.38,-22.62
2016,4,9,7,25,0,0.31,11.80,154.00,131.38,-22.62
2016,4,9,7,55,0,0.34,13.30,164.00,141.38,-22.62
2016,4,9,8,25,0,0.41,13.30,166.00,143.38,-22.62
2016,4,9,8,55,0,0.36,12.50,159.00,136.38,-22.62
2016,4,9,9,25,0,0.42,14.30,173.00,150.38,-22.62
2016,4,9,9,55,0,0.43,14.30,168.00,145.38,-22.62
2016,4,9,10,25,0,0.39,16.70,167.00,144.38,-22.62
2016,4,9,10,55,0,0.37,16.70,176.00,153.38,-22.62
2016,4,9,11,25,0,0.34,13.30,179.00,156.38,-22.62
2016,4,9,11,55,0,0.41,13.30,181.00,158.38,-22.62
